"Id","AddedDatetimeOffset","LoadNum","LoadMaxEarlyShipDate","TradingPartnerName","TradingPartnerNum","OrigLocName","OrigCityName","OriginState","OrigPostalCode","OrigLatitude","OrigLongitude","LocName","CityName","StateCode","PostalCode","Latitude","Longitude","StopType","OrderList","Dist_FromPrevStop","DurationTransitTimeFromPrevStop","StopNum","OrdCount","HandlingUnitCountTotPlanned","PieceCountTotPlanned","WtBase_NetTotPlanned","DateTime_Appointment","DateTime_ActualArrival","DateTime_ActualDeparture"
"629","2025-12-21 12:20:04","L100314","2025-12-21","Agrabah Distribution","DIV2","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Pickup","PO-L100314","0","0","1","1","24","960","39971","2025-12-21 08:00","2025-12-21 08:00","2025-12-21 09:19"
"630","2025-12-21 12:20:04","L100314","2025-12-21","Dallas Retail Partner","CUST-1122","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Dallas, TX","Dallas","TX","","32.7767","-96.797","Delivery","PO-L100314","887","17.7","2","1","24","960","39971","2025-12-22 03:01","2025-12-22 03:01","2025-12-22 04:09"
"631","2025-12-18 12:20:04","L100315","2025-12-18","Agrabah Distribution","DIV2","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Pickup","PO-L100315","0","0","1","1","20","800","28674","2025-12-18 07:00","2025-12-18 07:00","2025-12-18 08:04"
"632","2025-12-18 12:20:04","L100315","2025-12-18","Dallas Retail Partner","CUST-6059","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Dallas, TX","Dallas","TX","","32.7767","-96.797","Delivery","PO-L100315","887","17.7","2","1","20","800","28674","2025-12-19 01:46","2025-12-19 01:46","2025-12-19 03:13"
"633","2025-12-16 12:20:04","L100316","2025-12-16","Agrabah Distribution","DIV2","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Pickup","PO-L100316","0","0","1","1","24","960","28768","2025-12-16 08:00","2025-12-16 08:00","2025-12-16 10:03"
"634","2025-12-16 12:20:04","L100316","2025-12-16","Dallas Retail Partner","CUST-5986","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Dallas, TX","Dallas","TX","","32.7767","-96.797","Delivery","PO-L100316","887","17.7","2","1","24","960","28768","2025-12-17 03:45","2025-12-17 03:45","2025-12-17 04:33"
"635","2025-12-23 12:20:04","L100317","2025-12-23","Agrabah Distribution","DIV2","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Pickup","PO-L100317","0","0","1","1","24","960","29144","2025-12-23 08:00","2025-12-23 08:00","2025-12-23 10:54"
"636","2025-12-23 12:20:04","L100317","2025-12-23","Los Angeles Retail Partner","CUST-8488","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Los Angeles, CA","Los Angeles","CA","","34.0522","-118.2437","Delivery","PO-L100317","372","7.4","2","1","24","960","29144","2025-12-23 18:18","2025-12-23 18:18","2025-12-23 19:06"
"637","2025-12-23 12:20:04","L100318","2025-12-23","Agrabah Distribution","DIV2","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Pickup","PO-L100318","0","0","1","1","21","840","21422","2025-12-23 08:00","2025-12-23 08:00","2025-12-23 10:17"
"638","2025-12-23 12:20:04","L100318","2025-12-23","Dallas Retail Partner","CUST-6544","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Dallas, TX","Dallas","TX","","32.7767","-96.797","Delivery","PO-L100318","887","17.7","2","1","21","840","21422","2025-12-24 03:59","2025-12-24 03:59","2025-12-24 05:26"
"639","2025-12-26 12:20:04","L100319","2025-12-26","Agrabah Distribution","DIV2","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Pickup","PO-L100319","0","0","1","1","26","1040","22617","2025-12-26 08:00","2025-12-26 08:00","2025-12-26 09:32"
"640","2025-12-26 12:20:04","L100319","2025-12-26","Dallas Retail Partner","CUST-8192","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Dallas, TX","Dallas","TX","","32.7767","-96.797","Delivery","PO-L100319","887","17.7","2","1","26","1040","22617","2025-12-27 03:14","2025-12-27 03:14","2025-12-27 03:48"
"641","2026-01-03 12:20:04","L100320","2026-01-03","Agrabah Distribution","DIV2","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Pickup","PO-L100320","0","0","1","1","26","1040","34387","2026-01-03 06:00","2026-01-03 06:00","2026-01-03 08:46"
"642","2026-01-03 12:20:04","L100320","2026-01-03","Dallas Retail Partner","CUST-2291","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Dallas, TX","Dallas","TX","","32.7767","-96.797","Delivery","PO-L100320","887","17.7","2","1","26","1040","34387","2026-01-04 02:28","2026-01-04 02:28","2026-01-04 03:30"
"643","2026-01-02 12:20:04","L100321","2026-01-02","Agrabah Distribution","DIV2","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Pickup","PO-L100321","0","0","1","1","21","840","31461","2026-01-02 09:00","2026-01-02 09:00","2026-01-02 11:29"
"644","2026-01-02 12:20:04","L100321","2026-01-02","Dallas Retail Partner","CUST-9492","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Dallas, TX","Dallas","TX","","32.7767","-96.797","Delivery","PO-L100321","887","17.7","2","1","21","840","31461","2026-01-03 05:11","2026-01-03 05:11","2026-01-03 06:40"
"645","2026-01-01 12:20:04","L100322","2026-01-01","Agrabah Distribution","DIV2","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Pickup","PO-L100322","0","0","1","1","23","920","26614","2026-01-01 06:00","2026-01-01 06:00","2026-01-01 07:16"
"646","2026-01-01 12:20:04","L100322","2026-01-01","Las Vegas Retail Partner","CUST-8390","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Las Vegas, NV","Las Vegas","NV","","36.1699","-115.1398","Delivery","PO-L100322","297","5.9","2","1","23","920","26614","2026-01-01 13:10","2026-01-01 13:10","2026-01-01 14:21"
"647","2026-01-11 12:20:04","L100323","2026-01-11","Agrabah Distribution","DIV2","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Pickup","PO-L100323","0","0","1","1","24","960","40906","2026-01-11 09:00","2026-01-11 09:00","2026-01-11 11:42"
"648","2026-01-11 12:20:04","L100323","2026-01-11","Dallas Retail Partner","CUST-2371","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Dallas, TX","Dallas","TX","","32.7767","-96.797","Delivery","PO-L100323","887","17.7","2","1","24","960","40906","2026-01-12 05:24","2026-01-12 05:24","2026-01-12 06:52"
"649","2026-01-08 12:20:04","L100324","2026-01-08","Agrabah Distribution","DIV2","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Pickup","PO-L100324","0","0","1","1","22","880","32064","2026-01-08 09:00","2026-01-08 09:00","2026-01-08 11:19"
"650","2026-01-08 12:20:04","L100324","2026-01-08","Dallas Retail Partner","CUST-6928","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Dallas, TX","Dallas","TX","","32.7767","-96.797","Delivery","PO-L100324","887","17.7","2","1","22","880","32064","2026-01-09 05:01","2026-01-09 05:01","2026-01-09 06:18"
"651","2026-01-08 12:20:04","L100325","2026-01-08","Agrabah Distribution","DIV2","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Pickup","PO-L100325","0","0","1","1","18","720","27056","2026-01-08 06:00","2026-01-08 06:00","2026-01-08 08:41"
"652","2026-01-08 12:20:04","L100325","2026-01-08","Los Angeles Retail Partner","CUST-4814","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Los Angeles, CA","Los Angeles","CA","","34.0522","-118.2437","Delivery","PO-L100325","372","7.4","2","1","18","720","27056","2026-01-08 16:05","2026-01-08 16:05","2026-01-08 17:34"
"653","2026-01-06 12:20:04","L100326","2026-01-06","Agrabah Distribution","DIV2","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Pickup","PO-L100326","0","0","1","1","24","960","33834","2026-01-06 07:00","2026-01-06 07:00","2026-01-06 08:10"
"654","2026-01-06 12:20:04","L100326","2026-01-06","Dallas Retail Partner","CUST-1390","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Dallas, TX","Dallas","TX","","32.7767","-96.797","Delivery","PO-L100326","887","17.7","2","1","24","960","33834","2026-01-07 01:52","2026-01-07 01:52","2026-01-07 03:13"
"655","2026-01-05 12:20:04","L100327","2026-01-05","Agrabah Distribution","DIV2","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Pickup","PO-L100327","0","0","1","1","26","1040","22197","2026-01-05 09:00","2026-01-05 09:00","2026-01-05 10:09"
"656","2026-01-05 12:20:04","L100327","2026-01-05","Los Angeles Retail Partner","CUST-3218","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Los Angeles, CA","Los Angeles","CA","","34.0522","-118.2437","Delivery","PO-L100327","372","7.4","2","1","26","1040","22197","2026-01-05 17:33","2026-01-05 17:33","2026-01-05 18:51"
"657","2026-01-09 12:20:04","L100328","2026-01-09","Agrabah Distribution","DIV2","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Pickup","PO-L100328","0","0","1","1","18","720","43456","2026-01-09 06:00","2026-01-09 06:00","2026-01-09 08:40"
"658","2026-01-09 12:20:04","L100328","2026-01-09","Dallas Retail Partner","CUST-5431","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Dallas, TX","Dallas","TX","","32.7767","-96.797","Delivery","PO-L100328","887","17.7","2","1","18","720","43456","2026-01-10 02:22","2026-01-10 02:22","2026-01-10 03:45"
"659","2026-01-18 12:20:04","L100329","2026-01-18","Agrabah Distribution","DIV2","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Pickup","PO-L100329","0","0","1","1","21","840","22224","2026-01-18 08:00","2026-01-18 08:00","2026-01-18 10:38"
"660","2026-01-18 12:20:04","L100329","2026-01-18","Los Angeles Retail Partner","CUST-9410","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Los Angeles, CA","Los Angeles","CA","","34.0522","-118.2437","Delivery","PO-L100329","372","7.4","2","1","21","840","22224","2026-01-18 18:02","2026-01-18 18:02","2026-01-18 19:16"
"661","2026-01-17 12:20:04","L100330","2026-01-17","Agrabah Distribution","DIV2","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Pickup","PO-L100330","0","0","1","1","19","760","42203","2026-01-17 08:00","2026-01-17 08:00","2026-01-17 09:42"
"662","2026-01-17 12:20:04","L100330","2026-01-17","Los Angeles Retail Partner","CUST-5381","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Los Angeles, CA","Los Angeles","CA","","34.0522","-118.2437","Delivery","PO-L100330","372","7.4","2","1","19","760","42203","2026-01-17 17:06","2026-01-17 17:06","2026-01-17 18:07"
"663","2026-01-14 12:20:04","L100331","2026-01-14","Agrabah Distribution","DIV2","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Pickup","PO-L100331","0","0","1","1","19","760","40057","2026-01-14 07:00","2026-01-14 07:00","2026-01-14 08:58"
"664","2026-01-14 12:20:04","L100331","2026-01-14","Dallas Retail Partner","CUST-7512","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Dallas, TX","Dallas","TX","","32.7767","-96.797","Delivery","PO-L100331","887","17.7","2","1","19","760","40057","2026-01-15 02:40","2026-01-15 02:40","2026-01-15 04:06"
"665","2026-01-19 12:20:04","L100332","2026-01-19","Agrabah Distribution","DIV2","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Pickup","PO-L100332","0","0","1","1","22","880","30887","2026-01-19 08:00","2026-01-19 08:00","2026-01-19 10:34"
"666","2026-01-19 12:20:04","L100332","2026-01-19","Los Angeles Retail Partner","CUST-1747","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Los Angeles, CA","Los Angeles","CA","","34.0522","-118.2437","Delivery","PO-L100332","372","7.4","2","1","22","880","30887","2026-01-19 17:58","2026-01-19 17:58","2026-01-19 19:09"
"667","2026-01-21 12:20:04","L100333","2026-01-21","Agrabah Distribution","DIV2","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Pickup","PO-L100333","0","0","1","1","26","1040","21818","2026-01-21 07:00","2026-01-21 07:00","2026-01-21 08:48"
"668","2026-01-21 12:20:04","L100333","2026-01-21","Las Vegas Retail Partner","CUST-3540","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Las Vegas, NV","Las Vegas","NV","","36.1699","-115.1398","Delivery","PO-L100333","297","5.9","2","1","26","1040","21818","2026-01-21 14:42","2026-01-21 14:42","2026-01-21 15:51"
"669","2026-01-21 12:20:04","L100334","2026-01-21","Agrabah Distribution","DIV2","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Pickup","PO-L100334","0","0","1","1","22","880","42966","2026-01-21 09:00","2026-01-21 09:00","2026-01-21 10:12"
"670","2026-01-21 12:20:04","L100334","2026-01-21","Dallas Retail Partner","CUST-7599","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Dallas, TX","Dallas","TX","","32.7767","-96.797","Delivery","PO-L100334","887","17.7","2","1","22","880","42966","2026-01-22 03:54","2026-01-22 03:54","2026-01-22 05:16"
"671","2026-01-28 12:20:04","L100335","2026-01-28","Agrabah Distribution","DIV2","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Pickup","PO-L100335","0","0","1","1","18","720","41702","2026-01-28 09:00","2026-01-28 09:00","2026-01-28 11:52"
"672","2026-01-28 12:20:04","L100335","2026-01-28","Dallas Retail Partner","CUST-9608","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Dallas, TX","Dallas","TX","","32.7767","-96.797","Delivery","PO-L100335","887","17.7","2","1","18","720","41702","2026-01-29 05:34","2026-01-29 05:34","2026-01-29 06:10"
"673","2026-01-26 12:20:04","L100336","2026-01-26","Agrabah Distribution","DIV2","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Pickup","PO-L100336","0","0","1","1","23","920","40852","2026-01-26 07:00","2026-01-26 07:00","2026-01-26 08:51"
"674","2026-01-26 12:20:04","L100336","2026-01-26","Los Angeles Retail Partner","CUST-1591","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Los Angeles, CA","Los Angeles","CA","","34.0522","-118.2437","Delivery","PO-L100336","372","7.4","2","1","23","920","40852","2026-01-26 16:15","2026-01-26 16:15","2026-01-26 17:29"
"675","2026-01-31 12:20:04","L100337","2026-01-31","Agrabah Distribution","DIV2","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Pickup","PO-L100337","0","0","1","1","23","920","26902","2026-01-31 09:00","2026-01-31 09:00","2026-01-31 10:57"
"676","2026-01-31 12:20:04","L100337","2026-01-31","Los Angeles Retail Partner","CUST-2064","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Los Angeles, CA","Los Angeles","CA","","34.0522","-118.2437","Delivery","PO-L100337","372","7.4","2","1","23","920","26902","2026-01-31 18:21","2026-01-31 18:21","2026-01-31 19:30"
"677","2026-01-28 12:20:04","L100338","2026-01-28","Agrabah Distribution","DIV2","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Pickup","PO-L100338","0","0","1","1","22","880","27765","2026-01-28 09:00","2026-01-28 09:00","2026-01-28 11:41"
"678","2026-01-28 12:20:04","L100338","2026-01-28","Los Angeles Retail Partner","CUST-8295","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Los Angeles, CA","Los Angeles","CA","","34.0522","-118.2437","Delivery","PO-L100338","372","7.4","2","1","22","880","27765","2026-01-28 19:05","2026-01-28 19:05","2026-01-28 19:42"
"679","2026-02-03 12:20:04","L100339","2026-02-03","Agrabah Distribution","DIV2","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Pickup","PO-L100339","0","0","1","1","23","920","38684","2026-02-03 07:00","2026-02-03 07:00","2026-02-03 09:01"
"680","2026-02-03 12:20:04","L100339","2026-02-03","Las Vegas Retail Partner","CUST-8016","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Las Vegas, NV","Las Vegas","NV","","36.1699","-115.1398","Delivery","PO-L100339","297","5.9","2","1","23","920","38684","2026-02-03 14:55","2026-02-03 14:55","2026-02-03 15:34"
"681","2026-02-06 12:20:04","L100340","2026-02-06","Agrabah Distribution","DIV2","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Pickup","PO-L100340","0","0","1","1","21","840","37631","2026-02-06 06:00","2026-02-06 06:00","2026-02-06 07:13"
"682","2026-02-06 12:20:04","L100340","2026-02-06","Dallas Retail Partner","CUST-1471","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Dallas, TX","Dallas","TX","","32.7767","-96.797","Delivery","PO-L100340","887","17.7","2","1","21","840","37631","2026-02-07 00:55","2026-02-07 00:55","2026-02-07 01:47"
"683","2026-02-08 12:20:04","L100341","2026-02-08","Agrabah Distribution","DIV2","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Pickup","PO-L100341","0","0","1","1","24","960","32658","2026-02-08 07:00","2026-02-08 07:00","2026-02-08 09:26"
"684","2026-02-08 12:20:04","L100341","2026-02-08","Dallas Retail Partner","CUST-7168","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Dallas, TX","Dallas","TX","","32.7767","-96.797","Delivery","PO-L100341","887","17.7","2","1","24","960","32658","2026-02-09 03:08","2026-02-09 03:08","2026-02-09 04:23"
"685","2026-02-08 12:20:04","L100342","2026-02-08","Agrabah Distribution","DIV2","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Pickup","PO-L100342","0","0","1","1","24","960","34781","2026-02-08 06:00","2026-02-08 06:00","2026-02-08 08:12"
"686","2026-02-08 12:20:04","L100342","2026-02-08","Las Vegas Retail Partner","CUST-4621","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Las Vegas, NV","Las Vegas","NV","","36.1699","-115.1398","Delivery","PO-L100342","297","5.9","2","1","24","960","34781","2026-02-08 14:06","2026-02-08 14:06","2026-02-08 15:12"
"687","2026-02-15 12:20:04","L100343","2026-02-15","Agrabah Distribution","DIV2","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Pickup","PO-L100343","0","0","1","1","21","840","43319","2026-02-15 09:00","2026-02-15 09:00","2026-02-15 10:00"
"688","2026-02-15 12:20:04","L100343","2026-02-15","Dallas Retail Partner","CUST-6541","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Dallas, TX","Dallas","TX","","32.7767","-96.797","Delivery","PO-L100343","887","17.7","2","1","21","840","43319","2026-02-16 03:42","2026-02-16 03:42","2026-02-16 04:14"
"689","2026-02-13 12:20:04","L100344","2026-02-13","Agrabah Distribution","DIV2","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Pickup","PO-L100344","0","0","1","1","26","1040","22258","2026-02-13 07:00","2026-02-13 07:00","2026-02-13 09:07"
"690","2026-02-13 12:20:04","L100344","2026-02-13","Dallas Retail Partner","CUST-8614","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Dallas, TX","Dallas","TX","","32.7767","-96.797","Delivery","PO-L100344","887","17.7","2","1","26","1040","22258","2026-02-14 02:49","2026-02-14 02:49","2026-02-14 03:28"
"691","2026-02-09 12:20:04","L100345","2026-02-09","Agrabah Distribution","DIV2","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Pickup","PO-L100345","0","0","1","1","18","720","28187","2026-02-09 09:00","2026-02-09 09:00","2026-02-09 11:43"
"692","2026-02-09 12:20:04","L100345","2026-02-09","Las Vegas Retail Partner","CUST-2772","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Las Vegas, NV","Las Vegas","NV","","36.1699","-115.1398","Delivery","PO-L100345","297","5.9","2","1","18","720","28187","2026-02-09 17:37","2026-02-09 17:37","2026-02-09 18:53"
"693","2026-02-09 12:20:04","L100346","2026-02-09","Agrabah Distribution","DIV2","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Pickup","PO-L100346","0","0","1","1","20","800","25992","2026-02-09 06:00","2026-02-09 06:00","2026-02-09 08:07"
"694","2026-02-09 12:20:04","L100346","2026-02-09","Las Vegas Retail Partner","CUST-6775","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Las Vegas, NV","Las Vegas","NV","","36.1699","-115.1398","Delivery","PO-L100346","297","5.9","2","1","20","800","25992","2026-02-09 14:01","2026-02-09 14:01","2026-02-09 14:40"
"695","2026-02-12 12:20:04","L100347","2026-02-12","Agrabah Distribution","DIV2","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Pickup","PO-L100347","0","0","1","1","18","720","37519","2026-02-12 07:00","2026-02-12 07:00","2026-02-12 09:38"
"696","2026-02-12 12:20:04","L100347","2026-02-12","Dallas Retail Partner","CUST-4465","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Dallas, TX","Dallas","TX","","32.7767","-96.797","Delivery","PO-L100347","887","17.7","2","1","18","720","37519","2026-02-13 03:20","2026-02-13 03:20","2026-02-13 04:48"
"697","2026-02-17 12:20:04","L100348","2026-02-17","Agrabah Distribution","DIV2","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Pickup","PO-L100348","0","0","1","1","21","840","39854","2026-02-17 09:00","2026-02-17 09:00","2026-02-17 10:11"
"698","2026-02-17 12:20:04","L100348","2026-02-17","Los Angeles Retail Partner","CUST-8111","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Los Angeles, CA","Los Angeles","CA","","34.0522","-118.2437","Delivery","PO-L100348","372","7.4","2","1","21","840","39854","2026-02-17 17:35","2026-02-17 17:35","2026-02-17 18:39"
"699","2026-02-16 12:20:04","L100349","2026-02-16","Agrabah Distribution","DIV2","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Pickup","PO-L100349","0","0","1","1","18","720","36421","2026-02-16 08:00","2026-02-16 08:00","2026-02-16 09:06"
"700","2026-02-16 12:20:04","L100349","2026-02-16","Las Vegas Retail Partner","CUST-6526","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Las Vegas, NV","Las Vegas","NV","","36.1699","-115.1398","Delivery","PO-L100349","297","5.9","2","1","18","720","36421","2026-02-16 15:00","2026-02-16 15:00","2026-02-16 16:03"
"701","2026-02-17 12:20:04","L100350","2026-02-17","Agrabah Distribution","DIV2","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Pickup","PO-L100350","0","0","1","1","26","1040","42388","2026-02-17 08:00","2026-02-17 08:00","2026-02-17 09:05"
"702","2026-02-17 12:20:04","L100350","2026-02-17","Dallas Retail Partner","CUST-4245","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Dallas, TX","Dallas","TX","","32.7767","-96.797","Delivery","PO-L100350","887","17.7","2","1","26","1040","42388","2026-02-18 02:47","2026-02-18 02:47","2026-02-18 04:08"
"703","2026-02-22 12:20:04","L100351","2026-02-22","Agrabah Distribution","DIV2","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Pickup","PO-L100351","0","0","1","1","24","960","21762","2026-02-22 09:00","2026-02-22 09:00","2026-02-22 10:29"
"704","2026-02-22 12:20:04","L100351","2026-02-22","Las Vegas Retail Partner","CUST-9266","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Las Vegas, NV","Las Vegas","NV","","36.1699","-115.1398","Delivery","PO-L100351","297","5.9","2","1","24","960","21762","2026-02-22 16:23","2026-02-22 16:23","2026-02-22 17:03"
"705","2026-02-17 12:20:04","L100352","2026-02-17","Agrabah Distribution","DIV2","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Pickup","PO-L100352","0","0","1","1","26","1040","35523","2026-02-17 09:00","2026-02-17 09:00","2026-02-17 10:59"
"706","2026-02-17 12:20:04","L100352","2026-02-17","Las Vegas Retail Partner","CUST-7882","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Las Vegas, NV","Las Vegas","NV","","36.1699","-115.1398","Delivery","PO-L100352","297","5.9","2","1","26","1040","35523","2026-02-17 16:53","2026-02-17 16:53","2026-02-17 17:56"
"707","2026-02-20 12:20:04","L100353","2026-02-20","Agrabah Distribution","DIV2","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Pickup","PO-L100353","0","0","1","1","19","760","32963","2026-02-20 07:00","2026-02-20 07:00","2026-02-20 08:36"
"708","2026-02-20 12:20:04","L100353","2026-02-20","Los Angeles Retail Partner","CUST-3645","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Los Angeles, CA","Los Angeles","CA","","34.0522","-118.2437","Delivery","PO-L100353","372","7.4","2","1","19","760","32963","2026-02-20 16:00","2026-02-20 16:00","2026-02-20 16:31"
"709","2026-02-24 12:20:04","L100354","2026-02-24","Agrabah Distribution","DIV2","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Pickup","PO-L100354","0","0","1","1","20","800","40545","2026-02-24 07:00","2026-02-24 07:00","2026-02-24 08:20"
"710","2026-02-24 12:20:04","L100354","2026-02-24","Los Angeles Retail Partner","CUST-8538","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Los Angeles, CA","Los Angeles","CA","","34.0522","-118.2437","Delivery","PO-L100354","372","7.4","2","1","20","800","40545","2026-02-24 15:44","2026-02-24 15:44","2026-02-24 17:09"
