"Id","AddedDatetimeOffset","Owner Key","Division ID","DivID","Division Name","LoadNum","Ship Date","Mode","Fresh Frozen","StopCount","Origin Location","Origin City","Origin State","Origin Postal","Origin Lat","Origin Long","Destination Location","Destination City","Destination State","Destination Postal","Destination Lat","Destination Long","Miles","Handling Units","Total Weight","Carrier","RG Low Cost Carrier","Rate Source","Service Level","Freight Cost","Accessorial Cost","Total Cost","Low Cost Total","Benchmark Total","Cleansed Total Weight"
"281","2025-11-01 12:20:04","OWN-AGR","DIV2","2","Agrabah","L100280","2025-11-01","Truckload","Yellow","2","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Las Vegas, NV","Las Vegas","NV","","36.1699","-115.1398","297","19","42268","Royal Coachlines","Royal Coachlines","Contract","Expedited","813.78","57.79","871.57","875.33","831.8","38000"
"282","2025-11-01 12:20:04","OWN-AGR","DIV2","2","Agrabah","L100281","2025-11-01","Truckload","Yellow","2","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Los Angeles, CA","Los Angeles","CA","","34.0522","-118.2437","372","19","37854","Beast Freight Co","Beast Freight Co","Spot","Expedited","717.96","72.76","790.72","805.15","815.86","37854"
"283","2025-10-31 12:20:04","OWN-AGR","DIV2","2","Agrabah","L100282","2025-10-31","Truckload","Yellow","2","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Las Vegas, NV","Las Vegas","NV","","36.1699","-115.1398","297","25","26860","Enchanted Wheels Trucking","Enchanted Wheels Trucking","Spot","Expedited","638.55","48.03","686.58","691.4","733.55","26860"
"284","2025-10-29 12:20:04","OWN-AGR","DIV2","2","Agrabah","L100283","2025-10-29","Intermodal","Yellow","2","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Dallas, TX","Dallas","TX","","32.7767","-96.797","887","21","34107","Genie Express Logistics","Genie Express Logistics","Contract","Expedited","2102.19","193.64","2295.83","2312.59","2145.31","34107"
"285","2025-10-29 12:20:04","OWN-AGR","DIV2","2","Agrabah","L100284","2025-10-29","Truckload","Blue","2","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Las Vegas, NV","Las Vegas","NV","","36.1699","-115.1398","297","23","39499","Fairy Godmother Transport","Pumpkin Carriage Carriers","Spot","Expedited","792.99","73.81","866.8","749.73","920.01","39499"
"286","2025-11-06 12:20:04","OWN-AGR","DIV2","2","Agrabah","L100285","2025-11-06","Truckload","Blue","2","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Dallas, TX","Dallas","TX","","32.7767","-96.797","887","24","34103","Enchanted Wheels Trucking","Enchanted Wheels Trucking","Spot","Standard","1596.6","58.79","1655.39","1661.03","1544.94","34103"
"287","2025-11-04 12:20:04","OWN-AGR","DIV2","2","Agrabah","L100286","2025-11-04","Truckload","Yellow","2","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Dallas, TX","Dallas","TX","","32.7767","-96.797","887","22","27440","Pumpkin Carriage Carriers","Pumpkin Carriage Carriers","Contract","Expedited","2430.38","124.71","2555.09","2542.49","2702.63","27440"
"288","2025-11-05 12:20:04","OWN-AGR","DIV2","2","Agrabah","L100287","2025-11-05","Truckload","Yellow","2","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Dallas, TX","Dallas","TX","","32.7767","-96.797","887","23","25821","Fairy Godmother Transport","Fairy Godmother Transport","Spot","Expedited","2368.29","255.74","2624.03","2626.05","2479.63","25821"
"289","2025-11-03 12:20:04","OWN-AGR","DIV2","2","Agrabah","L100288","2025-11-03","Truckload","Yellow","2","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Dallas, TX","Dallas","TX","","32.7767","-96.797","887","22","34632","Pumpkin Carriage Carriers","Pumpkin Carriage Carriers","Spot","Standard","1960.27","157.63","2117.9","2136.16","2061.89","34632"
"290","2025-11-11 12:20:04","OWN-AGR","DIV2","2","Agrabah","L100289","2025-11-11","Truckload","Yellow","2","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Las Vegas, NV","Las Vegas","NV","","36.1699","-115.1398","297","25","25326","Royal Coachlines","Royal Coachlines","Contract","Expedited","614.79","66.4","681.19","681.53","713.87","25326"
"291","2025-11-12 12:20:04","OWN-AGR","DIV2","2","Agrabah","L100290","2025-11-12","Truckload","Green","2","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Los Angeles, CA","Los Angeles","CA","","34.0522","-118.2437","372","19","42170","Genie Express Logistics","Royal Coachlines","Spot","Standard","896.52","75.09","971.61","787.67","961.46","38000"
"292","2025-11-15 12:20:04","OWN-AGR","DIV2","2","Agrabah","L100291","2025-11-15","LTL","Blue","2","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Las Vegas, NV","Las Vegas","NV","","36.1699","-115.1398","297","18","36435","Fairy Godmother Transport","Royal Coachlines","Contract","Expedited","724.68","48.52","773.2","688.59","804.32","36435"
"293","2025-11-16 12:20:04","OWN-AGR","DIV2","2","Agrabah","L100292","2025-11-16","Truckload","Green","2","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Dallas, TX","Dallas","TX","","32.7767","-96.797","887","25","39132","Enchanted Wheels Trucking","Fairy Godmother Transport","Contract","Standard","1720.78","214.99","1935.77","1678.2","2014.25","39132"
"294","2025-11-13 12:20:04","OWN-AGR","DIV2","2","Agrabah","L100293","2025-11-13","Truckload","Blue","2","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Dallas, TX","Dallas","TX","","32.7767","-96.797","887","20","42799","Royal Coachlines","Royal Coachlines","Contract","Expedited","1756.26","239.68","1995.94","2028.42","2013","38000"
"295","2025-11-15 12:20:04","OWN-AGR","DIV2","2","Agrabah","L100294","2025-11-15","Truckload","Yellow","2","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Dallas, TX","Dallas","TX","","32.7767","-96.797","887","25","24570","Beast Freight Co","Beast Freight Co","Contract","Expedited","2208.63","305.76","2514.39","2562.94","2505.94","24570"
"296","2025-11-20 12:20:04","OWN-AGR","DIV2","2","Agrabah","L100295","2025-11-20","LTL","Yellow","2","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Los Angeles, CA","Los Angeles","CA","","34.0522","-118.2437","372","22","22277","Enchanted Wheels Trucking","Enchanted Wheels Trucking","Contract","Standard","833.28","57.42","890.7","906.62","878.42","22277"
"297","2025-11-19 12:20:04","OWN-AGR","DIV2","2","Agrabah","L100296","2025-11-19","Truckload","Blue","2","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Los Angeles, CA","Los Angeles","CA","","34.0522","-118.2437","372","19","33990","Fairy Godmother Transport","Fairy Godmother Transport","Contract","Standard","758.88","102.41","861.29","864.56","806.94","33990"
"298","2025-11-23 12:20:04","OWN-AGR","DIV2","2","Agrabah","L100297","2025-11-23","Truckload","Green","2","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Las Vegas, NV","Las Vegas","NV","","36.1699","-115.1398","297","22","35218","Royal Coachlines","Royal Coachlines","Contract","Expedited","647.46","22.81","670.27","663.58","627.72","35218"
"299","2025-11-21 12:20:04","OWN-AGR","DIV2","2","Agrabah","L100298","2025-11-21","LTL","Green","2","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Dallas, TX","Dallas","TX","","32.7767","-96.797","887","18","25454","Enchanted Wheels Trucking","Enchanted Wheels Trucking","Spot","Standard","2261.85","298.8","2560.65","2546.57","2707.52","25454"
"300","2025-11-20 12:20:04","OWN-AGR","DIV2","2","Agrabah","L100299","2025-11-20","LTL","Blue","2","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Los Angeles, CA","Los Angeles","CA","","34.0522","-118.2437","372","26","43526","Fairy Godmother Transport","Fairy Godmother Transport","Contract","Expedited","796.08","90.26","886.34","898.21","820.18","38000"
"301","2025-11-23 12:20:04","OWN-AGR","DIV2","2","Agrabah","L100300","2025-11-23","Truckload","Yellow","2","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Dallas, TX","Dallas","TX","","32.7767","-96.797","887","20","21275","Royal Coachlines","Customer Pickup Only","Spot","Standard","1800.61","265.9","2066.51","1770.48","2108.93","21275"
"302","2025-11-24 12:20:04","OWN-AGR","DIV2","2","Agrabah","L100301","2025-11-24","Truckload","Green","2","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Las Vegas, NV","Las Vegas","NV","","36.1699","-115.1398","297","25","39162","Genie Express Logistics","Genie Express Logistics","Contract","Standard","751.41","53.71","805.12","817.43","867.07","39162"
"303","2025-11-27 12:20:04","OWN-AGR","DIV2","2","Agrabah","L100302","2025-11-27","LTL","Blue","2","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Los Angeles, CA","Los Angeles","CA","","34.0522","-118.2437","372","24","31539","Genie Express Logistics","Genie Express Logistics","Contract","Expedited","703.08","23.12","726.2","714.04","723.91","31539"
"304","2025-11-29 12:20:04","OWN-AGR","DIV2","2","Agrabah","L100303","2025-11-29","Truckload","Yellow","2","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Las Vegas, NV","Las Vegas","NV","","36.1699","-115.1398","297","24","29120","Beast Freight Co","Genie Express Logistics","Contract","Expedited","531.63","16.27","547.9","487.02","543.39","29120"
"305","2025-11-30 12:20:04","OWN-AGR","DIV2","2","Agrabah","L100304","2025-11-30","Truckload","Blue","2","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Las Vegas, NV","Las Vegas","NV","","36.1699","-115.1398","297","23","37729","Enchanted Wheels Trucking","Enchanted Wheels Trucking","Contract","Expedited","757.35","75.65","833","826.65","885.64","37729"
"306","2025-12-01 12:20:04","OWN-AGR","DIV2","2","Agrabah","L100305","2025-12-01","Truckload","Yellow","2","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Dallas, TX","Dallas","TX","","32.7767","-96.797","887","22","22592","Pumpkin Carriage Carriers","Pumpkin Carriage Carriers","Contract","Standard","1933.66","289.09","2222.75","2250.9","2240.65","22592"
"307","2025-12-05 12:20:04","OWN-AGR","DIV2","2","Agrabah","L100306","2025-12-05","Truckload","Blue","2","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Dallas, TX","Dallas","TX","","32.7767","-96.797","887","26","33130","Pumpkin Carriage Carriers","Pumpkin Carriage Carriers","Spot","Expedited","1561.12","180.41","1741.53","1715.06","1638.73","33130"
"308","2025-12-03 12:20:04","OWN-AGR","DIV2","2","Agrabah","L100307","2025-12-03","Truckload","Blue","2","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Las Vegas, NV","Las Vegas","NV","","36.1699","-115.1398","297","20","37748","Genie Express Logistics","Enchanted Wheels Trucking","Spot","Expedited","528.66","29.68","558.34","403.54","599.42","37748"
"309","2025-12-02 12:20:04","OWN-AGR","DIV2","2","Agrabah","L100308","2025-12-02","Intermodal","Green","2","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Las Vegas, NV","Las Vegas","NV","","36.1699","-115.1398","297","26","42330","Enchanted Wheels Trucking","Enchanted Wheels Trucking","Contract","Standard","721.71","92.7","814.41","828.68","801.21","38000"
"310","2025-12-01 12:20:04","OWN-AGR","DIV2","2","Agrabah","L100309","2025-12-01","Truckload","Yellow","2","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Dallas, TX","Dallas","TX","","32.7767","-96.797","887","22","42513","Fairy Godmother Transport","Fairy Godmother Transport","Spot","Standard","2155.41","274.27","2429.68","2436.25","2372.48","38000"
"311","2025-12-02 12:20:04","OWN-AGR","DIV2","2","Agrabah","L100310","2025-12-02","Intermodal","Blue","2","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Dallas, TX","Dallas","TX","","32.7767","-96.797","887","23","42997","Fairy Godmother Transport","Fairy Godmother Transport","Contract","Expedited","2261.85","233.04","2494.89","2449.99","2386.1","38000"
"312","2025-12-10 12:20:04","OWN-AGR","DIV2","2","Agrabah","L100311","2025-12-10","Intermodal","Blue","2","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Los Angeles, CA","Los Angeles","CA","","34.0522","-118.2437","372","22","36801","Pumpkin Carriage Carriers","Pumpkin Carriage Carriers","Spot","Standard","796.08","36.19","832.27","827.22","874.56","36801"
"313","2025-12-12 12:20:04","OWN-AGR","DIV2","2","Agrabah","L100312","2025-12-12","LTL","Green","2","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Las Vegas, NV","Las Vegas","NV","","36.1699","-115.1398","297","18","30327","Genie Express Logistics","Genie Express Logistics","Spot","Standard","787.05","75.89","862.94","860.77","847.79","30327"
"314","2025-12-08 12:20:04","OWN-AGR","DIV2","2","Agrabah","L100313","2025-12-08","Truckload","Green","2","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Los Angeles, CA","Los Angeles","CA","","34.0522","-118.2437","372","19","27024","Magic Carpet Hauling","Royal Coachlines","Contract","Standard","978.36","112.08","1090.44","932.64","1007.34","27024"
"315","2025-12-21 12:20:04","OWN-AGR","DIV2","2","Agrabah","L100314","2025-12-21","LTL","Blue","2","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Dallas, TX","Dallas","TX","","32.7767","-96.797","887","24","39971","Fairy Godmother Transport","Fairy Godmother Transport","Spot","Expedited","1756.26","175.08","1931.34","1969.48","2039.09","39971"
"316","2025-12-18 12:20:04","OWN-AGR","DIV2","2","Agrabah","L100315","2025-12-18","Truckload","Green","2","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Dallas, TX","Dallas","TX","","32.7767","-96.797","887","20","28674","Magic Carpet Hauling","Magic Carpet Hauling","Contract","Standard","2164.28","127.03","2291.31","2264.36","2455.66","28674"
"317","2025-12-16 12:20:04","OWN-AGR","DIV2","2","Agrabah","L100316","2025-12-16","Truckload","Blue","2","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Dallas, TX","Dallas","TX","","32.7767","-96.797","887","24","28768","Fairy Godmother Transport","Magic Carpet Hauling","Spot","Standard","1933.66","247.25","2180.91","1919.84","2086.89","28768"
"318","2025-12-23 12:20:04","OWN-AGR","DIV2","2","Agrabah","L100317","2025-12-23","Intermodal","Yellow","2","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Los Angeles, CA","Los Angeles","CA","","34.0522","-118.2437","372","24","29144","Genie Express Logistics","Magic Carpet Hauling","Contract","Standard","930","100.21","1030.21","856.39","1062.48","29144"
"319","2025-12-23 12:20:04","OWN-AGR","DIV2","2","Agrabah","L100318","2025-12-23","Truckload","Green","2","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Dallas, TX","Dallas","TX","","32.7767","-96.797","887","21","21422","Enchanted Wheels Trucking","Enchanted Wheels Trucking","Spot","Standard","2137.67","90.58","2228.25","2245.74","2217.29","21422"
"320","2025-12-26 12:20:04","OWN-AGR","DIV2","2","Agrabah","L100319","2025-12-26","Truckload","Blue","2","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Dallas, TX","Dallas","TX","","32.7767","-96.797","887","26","22617","Beast Freight Co","Beast Freight Co","Contract","Expedited","1844.96","189.37","2034.33","2057.89","1874.5","22617"
"321","2026-01-03 12:20:04","OWN-AGR","DIV2","2","Agrabah","L100320","2026-01-03","Truckload","Blue","2","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Dallas, TX","Dallas","TX","","32.7767","-96.797","887","26","34387","Genie Express Logistics","Genie Express Logistics","Contract","Standard","2297.33","315.79","2613.12","2629.2","2428.43","34387"
"322","2026-01-02 12:20:04","OWN-AGR","DIV2","2","Agrabah","L100321","2026-01-02","Intermodal","Yellow","2","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Dallas, TX","Dallas","TX","","32.7767","-96.797","887","21","31461","Genie Express Logistics","Genie Express Logistics","Spot","Standard","1960.27","234.27","2194.54","2202.36","2178.59","31461"
"323","2026-01-01 12:20:04","OWN-AGR","DIV2","2","Agrabah","L100322","2026-01-01","LTL","Yellow","2","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Las Vegas, NV","Las Vegas","NV","","36.1699","-115.1398","297","23","26614","Beast Freight Co","Beast Freight Co","Spot","Expedited","543.51","34.31","577.82","584.26","586.44","26614"
"324","2026-01-11 12:20:04","OWN-AGR","DIV2","2","Agrabah","L100323","2026-01-11","Intermodal","Yellow","2","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Dallas, TX","Dallas","TX","","32.7767","-96.797","887","24","40906","Fairy Godmother Transport","Fairy Godmother Transport","Spot","Expedited","1774","101.99","1875.99","1840.3","1998.2","38000"
"325","2026-01-08 12:20:04","OWN-AGR","DIV2","2","Agrabah","L100324","2026-01-08","Truckload","Yellow","2","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Dallas, TX","Dallas","TX","","32.7767","-96.797","887","22","32064","Beast Freight Co","Royal Coachlines","Spot","Expedited","2173.15","177.86","2351.01","1790.24","2469.29","32064"
"326","2026-01-08 12:20:04","OWN-AGR","DIV2","2","Agrabah","L100325","2026-01-08","LTL","Yellow","2","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Los Angeles, CA","Los Angeles","CA","","34.0522","-118.2437","372","18","27056","Magic Carpet Hauling","Magic Carpet Hauling","Contract","Expedited","896.52","45.13","941.65","948.06","896.19","27056"
"327","2026-01-06 12:20:04","OWN-AGR","DIV2","2","Agrabah","L100326","2026-01-06","Truckload","Green","2","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Dallas, TX","Dallas","TX","","32.7767","-96.797","887","24","33834","Storybook Shipping","Storybook Shipping","Spot","Standard","2164.28","243.83","2408.11","2364.86","2455.7","33834"
"328","2026-01-05 12:20:04","OWN-AGR","DIV2","2","Agrabah","L100327","2026-01-05","Truckload","Yellow","2","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Los Angeles, CA","Los Angeles","CA","","34.0522","-118.2437","372","26","22197","Genie Express Logistics","Fairy Godmother Transport","Contract","Standard","814.68","116.8","931.48","671.46","925.97","22197"
"329","2026-01-09 12:20:04","OWN-AGR","DIV2","2","Agrabah","L100328","2026-01-09","LTL","Green","2","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Dallas, TX","Dallas","TX","","32.7767","-96.797","887","18","43456","Genie Express Logistics","Magic Carpet Hauling","Contract","Standard","1667.56","231.8","1899.36","1609.07","2014.85","38000"
"330","2026-01-18 12:20:04","OWN-AGR","DIV2","2","Agrabah","L100329","2026-01-18","LTL","Green","2","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Los Angeles, CA","Los Angeles","CA","","34.0522","-118.2437","372","21","22224","Magic Carpet Hauling","Magic Carpet Hauling","Spot","Expedited","732.84","30.34","763.18","772.88","815.93","22224"
"331","2026-01-17 12:20:04","OWN-AGR","DIV2","2","Agrabah","L100330","2026-01-17","Intermodal","Green","2","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Los Angeles, CA","Los Angeles","CA","","34.0522","-118.2437","372","19","42203","Beast Freight Co","Beast Freight Co","Contract","Expedited","662.16","92.84","755","745.06","700.12","38000"
"332","2026-01-14 12:20:04","OWN-AGR","DIV2","2","Agrabah","L100331","2026-01-14","Truckload","Blue","2","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Dallas, TX","Dallas","TX","","32.7767","-96.797","887","19","40057","Enchanted Wheels Trucking","Enchanted Wheels Trucking","Contract","Expedited","2217.5","231.26","2448.76","2481.66","2608.97","38000"
"333","2026-01-19 12:20:04","OWN-AGR","DIV2","2","Agrabah","L100332","2026-01-19","Truckload","Yellow","2","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Los Angeles, CA","Los Angeles","CA","","34.0522","-118.2437","372","22","30887","Fairy Godmother Transport","Fairy Godmother Transport","Spot","Expedited","963.48","53.74","1017.22","998.58","1041.8","30887"
"334","2026-01-21 12:20:04","OWN-AGR","DIV2","2","Agrabah","L100333","2026-01-21","Truckload","Yellow","2","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Las Vegas, NV","Las Vegas","NV","","36.1699","-115.1398","297","26","21818","Royal Coachlines","Royal Coachlines","Spot","Standard","614.79","26.99","641.78","633.28","656.49","21818"
"335","2026-01-21 12:20:04","OWN-AGR","DIV2","2","Agrabah","L100334","2026-01-21","Intermodal","Blue","2","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Dallas, TX","Dallas","TX","","32.7767","-96.797","887","22","42966","Storybook Shipping","Storybook Shipping","Spot","Expedited","2421.51","158.07","2579.58","2578.6","2703.13","38000"
"336","2026-01-28 12:20:04","OWN-AGR","DIV2","2","Agrabah","L100335","2026-01-28","Truckload","Green","2","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Dallas, TX","Dallas","TX","","32.7767","-96.797","887","18","41702","Storybook Shipping","Storybook Shipping","Spot","Expedited","2111.06","215.69","2326.75","2367.01","2269.67","38000"
"337","2026-01-26 12:20:04","OWN-AGR","DIV2","2","Agrabah","L100336","2026-01-26","LTL","Green","2","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Los Angeles, CA","Los Angeles","CA","","34.0522","-118.2437","372","23","40852","Beast Freight Co","Customer Pickup Only","Contract","Expedited","732.84","84.97","817.81","644.45","867.43","38000"
"338","2026-01-31 12:20:04","OWN-AGR","DIV2","2","Agrabah","L100337","2026-01-31","LTL","Green","2","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Los Angeles, CA","Los Angeles","CA","","34.0522","-118.2437","372","23","26902","Beast Freight Co","Beast Freight Co","Spot","Standard","859.32","105.41","964.73","950.68","1004.81","26902"
"339","2026-01-28 12:20:04","OWN-AGR","DIV2","2","Agrabah","L100338","2026-01-28","LTL","Yellow","2","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Los Angeles, CA","Los Angeles","CA","","34.0522","-118.2437","372","22","27765","Royal Coachlines","Royal Coachlines","Contract","Expedited","937.44","106.18","1043.62","1023.62","1074.96","27765"
"340","2026-02-03 12:20:04","OWN-AGR","DIV2","2","Agrabah","L100339","2026-02-03","Truckload","Green","2","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Las Vegas, NV","Las Vegas","NV","","36.1699","-115.1398","297","23","38684","Genie Express Logistics","Genie Express Logistics","Spot","Standard","674.19","57.02","731.21","741.92","788.18","38684"
"341","2026-02-06 12:20:04","OWN-AGR","DIV2","2","Agrabah","L100340","2026-02-06","Truckload","Blue","2","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Dallas, TX","Dallas","TX","","32.7767","-96.797","887","21","37631","Genie Express Logistics","Genie Express Logistics","Contract","Expedited","2182.02","98.8","2280.82","2239.74","2408.45","37631"
"342","2026-02-08 12:20:04","OWN-AGR","DIV2","2","Agrabah","L100341","2026-02-08","Truckload","Green","2","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Dallas, TX","Dallas","TX","","32.7767","-96.797","887","24","32658","Pumpkin Carriage Carriers","Pumpkin Carriage Carriers","Spot","Standard","1605.47","170.45","1775.92","1798.82","1660.03","32658"
"343","2026-02-08 12:20:04","OWN-AGR","DIV2","2","Agrabah","L100342","2026-02-08","Intermodal","Yellow","2","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Las Vegas, NV","Las Vegas","NV","","36.1699","-115.1398","297","24","34781","Royal Coachlines","Genie Express Logistics","Contract","Standard","656.37","59.96","716.33","634.27","684.1","34781"
"344","2026-02-15 12:20:04","OWN-AGR","DIV2","2","Agrabah","L100343","2026-02-15","Intermodal","Yellow","2","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Dallas, TX","Dallas","TX","","32.7767","-96.797","887","21","43319","Genie Express Logistics","Genie Express Logistics","Spot","Standard","1809.48","54.33","1863.81","1838.9","1714.74","38000"
"345","2026-02-13 12:20:04","OWN-AGR","DIV2","2","Agrabah","L100344","2026-02-13","Truckload","Blue","2","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Dallas, TX","Dallas","TX","","32.7767","-96.797","887","26","22258","Pumpkin Carriage Carriers","Pumpkin Carriage Carriers","Spot","Standard","1862.7","261.9","2124.6","2154.58","2085.35","22258"
"346","2026-02-09 12:20:04","OWN-AGR","DIV2","2","Agrabah","L100345","2026-02-09","Truckload","Green","2","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Las Vegas, NV","Las Vegas","NV","","36.1699","-115.1398","297","18","28187","Storybook Shipping","Storybook Shipping","Spot","Expedited","662.31","58.75","721.06","719.73","668.8","28187"
"347","2026-02-09 12:20:04","OWN-AGR","DIV2","2","Agrabah","L100346","2026-02-09","Truckload","Yellow","2","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Las Vegas, NV","Las Vegas","NV","","36.1699","-115.1398","297","20","25992","Genie Express Logistics","Storybook Shipping","Contract","Standard","555.39","25.52","580.91","479.51","557.27","25992"
"348","2026-02-12 12:20:04","OWN-AGR","DIV2","2","Agrabah","L100347","2026-02-12","Intermodal","Blue","2","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Dallas, TX","Dallas","TX","","32.7767","-96.797","887","18","37519","Royal Coachlines","Royal Coachlines","Spot","Expedited","2190.89","149.25","2340.14","2294.06","2499.14","37519"
"349","2026-02-17 12:20:04","OWN-AGR","DIV2","2","Agrabah","L100348","2026-02-17","Truckload","Green","2","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Los Angeles, CA","Los Angeles","CA","","34.0522","-118.2437","372","21","39854","Genie Express Logistics","Genie Express Logistics","Contract","Expedited","658.44","82.02","740.46","729.39","795.39","39854"
"350","2026-02-16 12:20:04","OWN-AGR","DIV2","2","Agrabah","L100349","2026-02-16","Truckload","Blue","2","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Las Vegas, NV","Las Vegas","NV","","36.1699","-115.1398","297","18","36421","Storybook Shipping","Storybook Shipping","Contract","Standard","602.91","25.91","628.82","616.55","605.99","36421"
"351","2026-02-17 12:20:04","OWN-AGR","DIV2","2","Agrabah","L100350","2026-02-17","Truckload","Green","2","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Dallas, TX","Dallas","TX","","32.7767","-96.797","887","26","42388","Pumpkin Carriage Carriers","Pumpkin Carriage Carriers","Contract","Expedited","1800.61","56.11","1856.72","1852.9","1887.35","38000"
"352","2026-02-22 12:20:04","OWN-AGR","DIV2","2","Agrabah","L100351","2026-02-22","Truckload","Green","2","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Las Vegas, NV","Las Vegas","NV","","36.1699","-115.1398","297","24","21762","Storybook Shipping","Beast Freight Co","Contract","Standard","561.33","63.21","624.54","511.12","644.91","21762"
"353","2026-02-17 12:20:04","OWN-AGR","DIV2","2","Agrabah","L100352","2026-02-17","Intermodal","Green","2","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Las Vegas, NV","Las Vegas","NV","","36.1699","-115.1398","297","26","35523","Enchanted Wheels Trucking","Enchanted Wheels Trucking","Spot","Standard","620.73","61.55","682.28","670.47","701.52","35523"
"354","2026-02-20 12:20:04","OWN-AGR","DIV2","2","Agrabah","L100353","2026-02-20","Truckload","Green","2","Phoenix, AZ","Phoenix","AZ","","33.4484","-112.074","Los Angeles, CA","Los Angeles","CA","","34.0522","-118.2437","372","19","32963","Fairy Godmother Transport","Fairy Godmother Transport","Spot","Expedited","673.32","51.11","724.43","716.49","700.73","32963"
